payment_id,merchant_id,customer_id,amount,currency,payment_method,failure_reason,payment_status,attempt_number,previous_success_rate,time_since_failure_minutes,is_subscription,recovery_eligible,recovery_action,recovery_success,recovered_amount
pay_0203,merch_100,cust_1012,2999,INR,wallet,timeout,FAILED,2,0.31,41,1,1,RETRY_PAYMENT,0,0.0
pay_0204,merch_105,cust_1080,1499,INR,card,bank_declined,FAILED,2,0.5,79,1,1,SEND_REMINDER,1,1499.0
pay_0205,merch_103,cust_1129,15000,INR,card,insufficient_funds,FAILED,2,0.4,13,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0206,merch_105,cust_1172,15000,INR,netbanking,timeout,FAILED,1,0.82,111,0,1,RETRY_PAYMENT,1,15000.0
pay_0207,merch_105,cust_1093,9999,INR,netbanking,temporary_network_error,FAILED,2,0.14,144,0,1,RETRY_PAYMENT,1,9999.0
pay_0208,merch_102,cust_1018,9999,INR,wallet,timeout,FAILED,1,0.8,160,0,1,RETRY_PAYMENT,1,9999.0
pay_0209,merch_100,cust_1100,4999,INR,netbanking,timeout,FAILED,1,0.74,51,1,1,RETRY_PAYMENT,1,4999.0
pay_0210,merch_100,cust_1009,999,INR,netbanking,bank_declined,FAILED,2,0.49,156,0,1,SEND_REMINDER,1,999.0
pay_0211,merch_104,cust_1081,999,INR,wallet,timeout,FAILED,3,0.82,152,1,1,RETRY_PAYMENT,1,999.0
pay_0212,merch_104,cust_1136,15000,INR,netbanking,bank_declined,FAILED,1,0.41,173,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0213,merch_104,cust_1078,199,INR,wallet,authentication_failure,FAILED,3,0.77,149,0,1,SEND_REMINDER,0,0.0
pay_0214,merch_104,cust_1122,999,INR,wallet,insufficient_funds,FAILED,3,0.31,147,0,0,STOP,0,0.0
pay_0215,merch_101,cust_1004,15000,INR,netbanking,bank_declined,FAILED,1,0.45,53,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0216,merch_104,cust_1120,199,INR,card,timeout,FAILED,1,0.58,170,1,1,RETRY_PAYMENT,1,199.0
pay_0217,merch_102,cust_1044,15000,INR,netbanking,timeout,FAILED,1,0.67,175,1,1,RETRY_PAYMENT,1,15000.0
pay_0218,merch_101,cust_1063,2999,INR,netbanking,insufficient_funds,FAILED,1,0.76,54,1,1,SEND_PAYMENT_LINK,1,2999.0
pay_0219,merch_102,cust_1143,2999,INR,netbanking,temporary_network_error,FAILED,2,0.68,98,1,1,RETRY_PAYMENT,0,0.0
pay_0220,merch_101,cust_1074,199,INR,netbanking,limit_exceeded,FAILED,1,0.39,114,1,1,SEND_REMINDER,0,0.0
pay_0221,merch_101,cust_1051,25000,INR,netbanking,timeout,FAILED,3,0.33,28,0,1,RETRY_PAYMENT,1,25000.0
pay_0222,merch_105,cust_1135,1499,INR,card,temporary_network_error,FAILED,1,0.45,121,0,1,RETRY_PAYMENT,1,1499.0
pay_0223,merch_101,cust_1001,25000,INR,card,bank_declined,FAILED,3,0.89,122,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0224,merch_102,cust_1082,2999,INR,upi,temporary_network_error,FAILED,3,0.59,137,0,1,RETRY_PAYMENT,0,0.0
pay_0225,merch_101,cust_1106,999,INR,upi,bank_declined,FAILED,2,0.26,75,0,1,SEND_REMINDER,1,999.0
pay_0226,merch_104,cust_1154,499,INR,netbanking,authentication_failure,FAILED,2,0.94,140,1,1,SEND_REMINDER,0,0.0
pay_0227,merch_101,cust_1129,15000,INR,netbanking,insufficient_funds,FAILED,1,0.38,118,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0228,merch_100,cust_1188,4999,INR,netbanking,timeout,FAILED,3,0.74,45,1,1,RETRY_PAYMENT,0,0.0
pay_0229,merch_104,cust_1083,499,INR,wallet,limit_exceeded,FAILED,1,0.26,36,1,1,SEND_REMINDER,0,0.0
pay_0230,merch_101,cust_1001,2999,INR,wallet,insufficient_funds,FAILED,2,0.74,85,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0231,merch_104,cust_1002,2999,INR,netbanking,limit_exceeded,FAILED,1,0.15,31,1,1,SEND_REMINDER,0,0.0
pay_0232,merch_103,cust_1175,25000,INR,netbanking,limit_exceeded,FAILED,1,0.64,76,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0233,merch_101,cust_1034,15000,INR,card,bank_declined,FAILED,3,0.94,96,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0234,merch_103,cust_1193,25000,INR,card,insufficient_funds,FAILED,3,0.74,21,1,0,STOP,0,0.0
pay_0235,merch_104,cust_1180,4999,INR,upi,timeout,FAILED,1,0.15,141,0,1,RETRY_PAYMENT,1,4999.0
pay_0236,merch_101,cust_1042,4999,INR,wallet,temporary_network_error,FAILED,3,0.27,150,1,1,RETRY_PAYMENT,1,4999.0
pay_0237,merch_104,cust_1114,199,INR,wallet,insufficient_funds,FAILED,2,0.45,145,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0238,merch_105,cust_1078,199,INR,wallet,authentication_failure,FAILED,1,0.73,149,0,1,SEND_REMINDER,1,199.0
pay_0239,merch_102,cust_1179,499,INR,upi,temporary_network_error,FAILED,2,0.13,105,0,1,RETRY_PAYMENT,1,499.0
pay_0240,merch_105,cust_1186,9999,INR,netbanking,bank_declined,FAILED,2,0.84,97,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0241,merch_105,cust_1138,999,INR,netbanking,temporary_network_error,FAILED,1,0.94,101,0,1,RETRY_PAYMENT,1,999.0
pay_0242,merch_101,cust_1000,199,INR,netbanking,bank_declined,FAILED,3,0.71,109,1,1,SEND_REMINDER,0,0.0
pay_0243,merch_101,cust_1117,4999,INR,card,authentication_failure,FAILED,1,0.9,29,0,1,SEND_REMINDER,0,0.0
pay_0244,merch_103,cust_1157,199,INR,card,insufficient_funds,FAILED,1,0.19,9,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0245,merch_105,cust_1012,1499,INR,upi,bank_declined,FAILED,2,0.3,56,0,1,SEND_REMINDER,1,1499.0
pay_0246,merch_102,cust_1059,4999,INR,netbanking,insufficient_funds,FAILED,1,0.84,170,0,1,SEND_PAYMENT_LINK,1,4999.0
pay_0247,merch_102,cust_1015,25000,INR,card,limit_exceeded,FAILED,3,0.46,127,0,0,STOP,0,0.0
pay_0248,merch_102,cust_1164,9999,INR,netbanking,limit_exceeded,FAILED,2,0.45,77,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0249,merch_104,cust_1121,1499,INR,card,authentication_failure,FAILED,3,0.22,119,0,0,STOP,0,0.0
pay_0250,merch_104,cust_1105,9999,INR,card,bank_declined,FAILED,1,0.32,85,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0251,merch_102,cust_1023,25000,INR,card,temporary_network_error,FAILED,1,0.42,155,0,1,RETRY_PAYMENT,0,0.0
pay_0252,merch_101,cust_1194,25000,INR,card,bank_declined,FAILED,1,0.84,86,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0253,merch_100,cust_1054,1499,INR,upi,limit_exceeded,FAILED,2,0.88,179,0,1,SEND_REMINDER,1,1499.0
pay_0254,merch_101,cust_1141,4999,INR,netbanking,bank_declined,FAILED,2,0.55,92,1,1,SEND_REMINDER,1,4999.0
pay_0255,merch_104,cust_1127,15000,INR,upi,limit_exceeded,FAILED,2,0.75,82,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0256,merch_103,cust_1011,1499,INR,card,temporary_network_error,FAILED,1,0.57,150,1,1,RETRY_PAYMENT,1,1499.0
pay_0257,merch_101,cust_1084,1499,INR,wallet,timeout,FAILED,1,0.52,168,1,1,RETRY_PAYMENT,1,1499.0
pay_0258,merch_103,cust_1185,15000,INR,wallet,insufficient_funds,FAILED,3,0.78,44,0,0,STOP,0,0.0
pay_0259,merch_105,cust_1139,15000,INR,card,timeout,FAILED,3,0.91,135,0,1,RETRY_PAYMENT,0,0.0
pay_0260,merch_100,cust_1171,199,INR,upi,bank_declined,FAILED,1,0.82,60,0,1,SEND_REMINDER,0,0.0
pay_0261,merch_100,cust_1055,25000,INR,wallet,authentication_failure,FAILED,1,0.63,171,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0262,merch_100,cust_1001,25000,INR,wallet,temporary_network_error,FAILED,1,0.55,71,1,1,RETRY_PAYMENT,1,25000.0
pay_0263,merch_105,cust_1172,9999,INR,card,temporary_network_error,FAILED,1,0.55,62,0,1,RETRY_PAYMENT,1,9999.0
pay_0264,merch_102,cust_1090,2999,INR,wallet,temporary_network_error,FAILED,1,0.92,118,0,1,RETRY_PAYMENT,0,0.0
pay_0265,merch_101,cust_1076,499,INR,upi,temporary_network_error,FAILED,2,0.42,142,1,1,RETRY_PAYMENT,1,499.0
pay_0266,merch_100,cust_1179,999,INR,upi,bank_declined,FAILED,2,0.65,85,0,1,SEND_REMINDER,0,0.0
pay_0267,merch_100,cust_1058,1499,INR,wallet,authentication_failure,FAILED,1,0.89,176,1,1,SEND_REMINDER,0,0.0
pay_0268,merch_104,cust_1168,199,INR,card,authentication_failure,FAILED,1,0.92,151,0,1,SEND_REMINDER,0,0.0
pay_0269,merch_105,cust_1101,499,INR,netbanking,insufficient_funds,FAILED,2,0.3,100,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0270,merch_105,cust_1035,499,INR,netbanking,temporary_network_error,FAILED,1,0.47,20,1,1,RETRY_PAYMENT,1,499.0
pay_0271,merch_104,cust_1152,9999,INR,netbanking,temporary_network_error,FAILED,3,0.33,116,1,1,RETRY_PAYMENT,1,9999.0
pay_0272,merch_104,cust_1096,9999,INR,card,limit_exceeded,FAILED,2,0.66,22,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0273,merch_105,cust_1018,499,INR,netbanking,insufficient_funds,FAILED,2,0.7,163,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0274,merch_102,cust_1092,499,INR,upi,temporary_network_error,FAILED,1,0.48,70,0,1,RETRY_PAYMENT,1,499.0
pay_0275,merch_101,cust_1110,15000,INR,wallet,temporary_network_error,FAILED,1,0.18,142,0,1,RETRY_PAYMENT,1,15000.0
pay_0276,merch_102,cust_1098,199,INR,netbanking,bank_declined,FAILED,2,0.76,144,0,1,SEND_REMINDER,1,199.0
pay_0277,merch_101,cust_1175,9999,INR,card,insufficient_funds,FAILED,1,0.36,127,0,1,SEND_PAYMENT_LINK,1,9999.0
pay_0278,merch_103,cust_1070,9999,INR,netbanking,bank_declined,FAILED,1,0.41,64,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0279,merch_101,cust_1117,499,INR,card,authentication_failure,FAILED,1,0.91,86,1,1,SEND_REMINDER,0,0.0
pay_0280,merch_102,cust_1112,4999,INR,wallet,limit_exceeded,FAILED,2,0.22,83,0,1,SEND_REMINDER,0,0.0
pay_0281,merch_101,cust_1101,4999,INR,netbanking,limit_exceeded,FAILED,3,0.64,148,0,0,STOP,0,0.0
pay_0282,merch_102,cust_1096,2999,INR,wallet,authentication_failure,FAILED,1,0.89,52,0,1,SEND_REMINDER,0,0.0
pay_0283,merch_104,cust_1006,15000,INR,card,bank_declined,FAILED,1,0.81,18,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0284,merch_101,cust_1162,2999,INR,card,authentication_failure,FAILED,3,0.23,109,1,0,STOP,0,0.0
pay_0285,merch_100,cust_1114,15000,INR,wallet,timeout,FAILED,2,0.88,178,1,1,RETRY_PAYMENT,1,15000.0
pay_0286,merch_102,cust_1179,25000,INR,upi,temporary_network_error,FAILED,1,0.66,91,0,1,RETRY_PAYMENT,1,25000.0
pay_0287,merch_100,cust_1144,9999,INR,netbanking,bank_declined,FAILED,1,0.11,67,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0288,merch_104,cust_1142,1499,INR,wallet,authentication_failure,FAILED,2,0.49,174,0,1,SEND_REMINDER,1,1499.0
pay_0289,merch_100,cust_1123,499,INR,netbanking,bank_declined,FAILED,1,0.2,37,1,1,SEND_REMINDER,1,499.0
pay_0290,merch_103,cust_1200,1499,INR,wallet,authentication_failure,FAILED,2,0.18,179,1,1,SEND_REMINDER,1,1499.0
pay_0291,merch_102,cust_1011,499,INR,upi,authentication_failure,FAILED,3,0.19,43,0,0,STOP,0,0.0
pay_0292,merch_104,cust_1044,25000,INR,card,authentication_failure,FAILED,2,0.46,119,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0293,merch_105,cust_1047,999,INR,wallet,bank_declined,FAILED,1,0.73,51,1,1,SEND_REMINDER,1,999.0
pay_0294,merch_103,cust_1001,1499,INR,card,authentication_failure,FAILED,3,0.79,17,0,1,SEND_REMINDER,0,0.0
pay_0295,merch_104,cust_1047,4999,INR,netbanking,insufficient_funds,FAILED,2,0.2,172,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0296,merch_105,cust_1080,9999,INR,wallet,timeout,FAILED,1,0.4,118,0,1,RETRY_PAYMENT,0,0.0
pay_0297,merch_105,cust_1076,499,INR,card,authentication_failure,FAILED,1,0.3,30,0,1,SEND_REMINDER,1,499.0
pay_0298,merch_101,cust_1130,9999,INR,wallet,timeout,FAILED,1,0.59,109,0,1,RETRY_PAYMENT,1,9999.0
pay_0299,merch_104,cust_1177,999,INR,card,bank_declined,FAILED,1,0.22,81,1,1,SEND_REMINDER,0,0.0
pay_0300,merch_102,cust_1002,15000,INR,card,insufficient_funds,FAILED,2,0.92,130,1,1,SEND_PAYMENT_LINK,1,15000.0
pay_0301,merch_103,cust_1106,15000,INR,wallet,insufficient_funds,FAILED,1,0.58,57,1,1,SEND_PAYMENT_LINK,1,15000.0
pay_0302,merch_101,cust_1137,2999,INR,card,bank_declined,FAILED,2,0.73,127,0,1,SEND_REMINDER,1,2999.0
pay_0303,merch_102,cust_1198,25000,INR,netbanking,timeout,FAILED,1,0.75,113,0,1,RETRY_PAYMENT,0,0.0
pay_0304,merch_100,cust_1188,1499,INR,netbanking,temporary_network_error,FAILED,2,0.32,23,1,1,RETRY_PAYMENT,0,0.0
pay_0305,merch_100,cust_1198,1499,INR,card,limit_exceeded,FAILED,2,0.69,157,1,1,SEND_REMINDER,1,1499.0
pay_0306,merch_101,cust_1200,1499,INR,card,temporary_network_error,FAILED,2,0.4,72,0,1,RETRY_PAYMENT,1,1499.0
pay_0307,merch_105,cust_1074,2999,INR,netbanking,timeout,FAILED,3,0.79,35,1,1,RETRY_PAYMENT,0,0.0
pay_0308,merch_102,cust_1167,999,INR,card,insufficient_funds,FAILED,1,0.7,64,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0309,merch_104,cust_1161,2999,INR,wallet,bank_declined,FAILED,2,0.16,24,1,1,SEND_REMINDER,0,0.0
pay_0310,merch_102,cust_1177,4999,INR,wallet,bank_declined,FAILED,1,0.59,24,1,1,SEND_REMINDER,0,0.0
pay_0311,merch_105,cust_1091,499,INR,wallet,insufficient_funds,FAILED,2,0.8,127,1,1,SEND_PAYMENT_LINK,1,499.0
pay_0312,merch_102,cust_1086,25000,INR,card,timeout,FAILED,2,0.77,175,0,1,RETRY_PAYMENT,1,25000.0
pay_0313,merch_105,cust_1200,15000,INR,upi,temporary_network_error,FAILED,1,0.48,1,1,1,RETRY_PAYMENT,1,15000.0
pay_0314,merch_105,cust_1033,2999,INR,card,authentication_failure,FAILED,1,0.66,65,0,1,SEND_REMINDER,1,2999.0
pay_0315,merch_105,cust_1042,199,INR,wallet,limit_exceeded,FAILED,1,0.72,60,1,1,SEND_REMINDER,0,0.0
pay_0316,merch_105,cust_1024,199,INR,card,bank_declined,FAILED,1,0.21,58,1,1,SEND_REMINDER,1,199.0
pay_0317,merch_105,cust_1087,499,INR,wallet,limit_exceeded,FAILED,1,0.51,59,1,1,SEND_REMINDER,1,499.0
pay_0318,merch_100,cust_1026,4999,INR,netbanking,authentication_failure,FAILED,1,0.43,35,0,1,SEND_REMINDER,1,4999.0
pay_0319,merch_104,cust_1002,999,INR,wallet,authentication_failure,FAILED,3,0.28,39,1,0,STOP,0,0.0
pay_0320,merch_104,cust_1175,15000,INR,card,temporary_network_error,FAILED,1,0.22,32,1,1,RETRY_PAYMENT,1,15000.0
pay_0321,merch_103,cust_1080,999,INR,card,authentication_failure,FAILED,3,0.17,142,1,0,STOP,0,0.0
pay_0322,merch_105,cust_1006,2999,INR,card,timeout,FAILED,2,0.53,101,1,1,RETRY_PAYMENT,1,2999.0
pay_0323,merch_101,cust_1126,9999,INR,upi,insufficient_funds,FAILED,2,0.64,19,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0324,merch_102,cust_1033,9999,INR,wallet,authentication_failure,FAILED,2,0.68,121,0,1,SEND_PAYMENT_LINK,1,9999.0
pay_0325,merch_100,cust_1003,2999,INR,card,temporary_network_error,FAILED,1,0.91,102,1,1,RETRY_PAYMENT,1,2999.0
pay_0326,merch_104,cust_1196,9999,INR,wallet,limit_exceeded,FAILED,2,0.17,138,0,1,SEND_PAYMENT_LINK,1,9999.0
pay_0327,merch_102,cust_1020,25000,INR,card,insufficient_funds,FAILED,2,0.38,151,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0328,merch_103,cust_1186,1499,INR,upi,insufficient_funds,FAILED,1,0.89,30,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0329,merch_100,cust_1079,999,INR,upi,temporary_network_error,FAILED,3,0.22,3,0,1,RETRY_PAYMENT,1,999.0
pay_0330,merch_102,cust_1133,25000,INR,netbanking,insufficient_funds,FAILED,1,0.21,69,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0331,merch_100,cust_1085,9999,INR,netbanking,timeout,FAILED,1,0.32,148,0,1,RETRY_PAYMENT,1,9999.0
pay_0332,merch_104,cust_1092,199,INR,wallet,timeout,FAILED,1,0.41,66,0,1,RETRY_PAYMENT,0,0.0
pay_0333,merch_105,cust_1185,499,INR,card,limit_exceeded,FAILED,2,0.1,4,0,1,SEND_REMINDER,1,499.0
pay_0334,merch_102,cust_1098,999,INR,card,temporary_network_error,FAILED,2,0.78,168,1,1,RETRY_PAYMENT,1,999.0
pay_0335,merch_101,cust_1106,4999,INR,netbanking,temporary_network_error,FAILED,2,0.42,129,0,1,RETRY_PAYMENT,1,4999.0
pay_0336,merch_104,cust_1011,9999,INR,upi,bank_declined,FAILED,1,0.76,80,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0337,merch_103,cust_1002,4999,INR,card,authentication_failure,FAILED,2,0.77,160,0,1,SEND_REMINDER,1,4999.0
pay_0338,merch_104,cust_1126,1499,INR,card,insufficient_funds,FAILED,1,0.89,7,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0339,merch_105,cust_1177,199,INR,netbanking,temporary_network_error,FAILED,3,0.42,79,0,1,RETRY_PAYMENT,1,199.0
pay_0340,merch_101,cust_1107,15000,INR,upi,insufficient_funds,FAILED,3,0.34,12,0,0,STOP,0,0.0
pay_0341,merch_104,cust_1105,4999,INR,wallet,limit_exceeded,FAILED,1,0.59,130,0,1,SEND_REMINDER,0,0.0
pay_0342,merch_103,cust_1019,199,INR,wallet,limit_exceeded,FAILED,1,0.3,67,1,1,SEND_REMINDER,0,0.0
pay_0343,merch_103,cust_1179,4999,INR,netbanking,bank_declined,FAILED,1,0.3,52,0,1,SEND_REMINDER,0,0.0
pay_0344,merch_104,cust_1027,999,INR,upi,insufficient_funds,FAILED,2,0.5,105,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0345,merch_101,cust_1115,2999,INR,wallet,authentication_failure,FAILED,1,0.18,176,1,1,SEND_REMINDER,0,0.0
pay_0346,merch_105,cust_1154,199,INR,card,authentication_failure,FAILED,1,0.18,64,1,1,SEND_REMINDER,1,199.0
pay_0347,merch_100,cust_1173,2999,INR,netbanking,insufficient_funds,FAILED,1,0.91,116,0,1,SEND_PAYMENT_LINK,1,2999.0
pay_0348,merch_100,cust_1035,499,INR,upi,temporary_network_error,FAILED,1,0.21,103,1,1,RETRY_PAYMENT,1,499.0
pay_0349,merch_105,cust_1021,2999,INR,upi,temporary_network_error,FAILED,1,0.27,166,1,1,RETRY_PAYMENT,0,0.0
pay_0350,merch_100,cust_1084,499,INR,upi,bank_declined,FAILED,1,0.24,147,1,1,SEND_REMINDER,0,0.0
pay_0351,merch_103,cust_1127,199,INR,wallet,limit_exceeded,FAILED,2,0.25,55,0,1,SEND_REMINDER,1,199.0
pay_0352,merch_103,cust_1038,199,INR,card,limit_exceeded,FAILED,1,0.52,141,1,1,SEND_REMINDER,1,199.0
pay_0353,merch_102,cust_1098,999,INR,wallet,insufficient_funds,FAILED,3,0.85,135,0,0,STOP,0,0.0
pay_0354,merch_105,cust_1139,199,INR,wallet,limit_exceeded,FAILED,1,0.51,125,1,1,SEND_REMINDER,0,0.0
pay_0355,merch_104,cust_1082,9999,INR,netbanking,insufficient_funds,FAILED,1,0.37,57,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0356,merch_102,cust_1014,15000,INR,netbanking,timeout,FAILED,1,0.93,26,0,1,RETRY_PAYMENT,1,15000.0
pay_0357,merch_102,cust_1136,199,INR,card,timeout,FAILED,2,0.4,45,0,1,RETRY_PAYMENT,1,199.0
pay_0358,merch_102,cust_1188,4999,INR,upi,limit_exceeded,FAILED,3,0.4,146,0,0,STOP,0,0.0
pay_0359,merch_104,cust_1048,15000,INR,netbanking,insufficient_funds,FAILED,2,0.13,15,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0360,merch_100,cust_1134,15000,INR,upi,authentication_failure,FAILED,2,0.27,34,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0361,merch_102,cust_1015,199,INR,card,timeout,FAILED,3,0.88,29,1,1,RETRY_PAYMENT,0,0.0
pay_0362,merch_102,cust_1180,9999,INR,upi,authentication_failure,FAILED,1,0.37,41,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0363,merch_103,cust_1166,4999,INR,card,limit_exceeded,FAILED,2,0.69,158,1,1,SEND_REMINDER,1,4999.0
pay_0364,merch_104,cust_1044,9999,INR,netbanking,limit_exceeded,FAILED,3,0.35,46,0,0,STOP,0,0.0
pay_0365,merch_105,cust_1146,9999,INR,upi,insufficient_funds,FAILED,2,0.37,157,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0366,merch_100,cust_1127,999,INR,netbanking,limit_exceeded,FAILED,1,0.3,82,0,1,SEND_REMINDER,0,0.0
pay_0367,merch_100,cust_1181,4999,INR,wallet,temporary_network_error,FAILED,1,0.28,178,0,1,RETRY_PAYMENT,1,4999.0
pay_0368,merch_100,cust_1184,199,INR,upi,bank_declined,FAILED,2,0.72,43,1,1,SEND_REMINDER,1,199.0
pay_0369,merch_103,cust_1089,25000,INR,wallet,temporary_network_error,FAILED,2,0.77,148,0,1,RETRY_PAYMENT,1,25000.0
pay_0370,merch_100,cust_1008,2999,INR,upi,authentication_failure,FAILED,1,0.91,19,1,1,SEND_REMINDER,1,2999.0
pay_0371,merch_103,cust_1041,499,INR,upi,authentication_failure,FAILED,2,0.94,124,0,1,SEND_REMINDER,1,499.0
pay_0372,merch_105,cust_1042,9999,INR,card,temporary_network_error,FAILED,1,0.38,49,1,1,RETRY_PAYMENT,1,9999.0
pay_0373,merch_105,cust_1186,25000,INR,netbanking,limit_exceeded,FAILED,1,0.35,25,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0374,merch_104,cust_1125,999,INR,upi,authentication_failure,FAILED,1,0.46,76,1,1,SEND_REMINDER,1,999.0
pay_0375,merch_100,cust_1052,999,INR,netbanking,temporary_network_error,FAILED,2,0.82,79,1,1,RETRY_PAYMENT,1,999.0
pay_0376,merch_105,cust_1067,499,INR,wallet,insufficient_funds,FAILED,1,0.85,95,0,1,SEND_PAYMENT_LINK,1,499.0
pay_0377,merch_102,cust_1112,15000,INR,netbanking,insufficient_funds,FAILED,1,0.58,39,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0378,merch_102,cust_1138,9999,INR,card,timeout,FAILED,1,0.81,134,1,1,RETRY_PAYMENT,0,0.0
pay_0379,merch_105,cust_1121,1499,INR,wallet,authentication_failure,FAILED,1,0.44,9,0,1,SEND_REMINDER,1,1499.0
pay_0380,merch_103,cust_1044,999,INR,card,insufficient_funds,FAILED,1,0.14,21,1,1,SEND_PAYMENT_LINK,1,999.0
pay_0381,merch_105,cust_1037,2999,INR,netbanking,limit_exceeded,FAILED,1,0.17,143,1,1,SEND_REMINDER,0,0.0
pay_0382,merch_102,cust_1133,15000,INR,upi,limit_exceeded,FAILED,2,0.6,108,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0383,merch_101,cust_1145,499,INR,upi,timeout,FAILED,1,0.77,138,1,1,RETRY_PAYMENT,1,499.0
pay_0384,merch_102,cust_1098,15000,INR,wallet,temporary_network_error,FAILED,1,0.33,37,1,1,RETRY_PAYMENT,1,15000.0
pay_0385,merch_102,cust_1176,1499,INR,upi,limit_exceeded,FAILED,2,0.88,96,0,1,SEND_REMINDER,1,1499.0
pay_0386,merch_102,cust_1079,2999,INR,wallet,limit_exceeded,FAILED,3,0.18,59,0,0,STOP,0,0.0
pay_0387,merch_102,cust_1190,15000,INR,netbanking,authentication_failure,FAILED,3,0.45,166,0,0,STOP,0,0.0
pay_0388,merch_101,cust_1113,1499,INR,wallet,limit_exceeded,FAILED,2,0.75,96,0,1,SEND_REMINDER,0,0.0
pay_0389,merch_101,cust_1016,2999,INR,wallet,insufficient_funds,FAILED,2,0.85,8,0,1,SEND_PAYMENT_LINK,1,2999.0
pay_0390,merch_101,cust_1014,1499,INR,upi,bank_declined,FAILED,1,0.88,51,1,1,SEND_REMINDER,1,1499.0
pay_0391,merch_103,cust_1129,9999,INR,upi,limit_exceeded,FAILED,1,0.31,126,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0392,merch_103,cust_1150,25000,INR,netbanking,authentication_failure,FAILED,1,0.81,67,0,1,SEND_PAYMENT_LINK,1,25000.0
pay_0393,merch_103,cust_1012,999,INR,card,insufficient_funds,FAILED,3,0.29,53,1,0,STOP,0,0.0
pay_0394,merch_105,cust_1104,25000,INR,upi,limit_exceeded,FAILED,1,0.5,34,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0395,merch_100,cust_1057,2999,INR,netbanking,limit_exceeded,FAILED,3,0.65,109,1,0,STOP,0,0.0
pay_0396,merch_102,cust_1117,2999,INR,card,bank_declined,FAILED,1,0.68,160,1,1,SEND_REMINDER,0,0.0
pay_0397,merch_100,cust_1130,4999,INR,netbanking,authentication_failure,FAILED,3,0.19,17,1,0,STOP,0,0.0
pay_0398,merch_102,cust_1163,4999,INR,netbanking,authentication_failure,FAILED,3,0.7,167,1,0,STOP,0,0.0
pay_0399,merch_101,cust_1038,25000,INR,card,temporary_network_error,FAILED,2,0.44,82,0,1,RETRY_PAYMENT,1,25000.0
pay_0400,merch_105,cust_1127,2999,INR,netbanking,bank_declined,FAILED,2,0.43,10,0,1,SEND_REMINDER,1,2999.0
pay_0401,merch_105,cust_1056,25000,INR,wallet,limit_exceeded,FAILED,1,0.53,44,0,1,SEND_PAYMENT_LINK,1,25000.0
pay_0402,merch_103,cust_1032,2999,INR,card,limit_exceeded,FAILED,1,0.66,57,1,1,SEND_REMINDER,1,2999.0
pay_0403,merch_102,cust_1107,4999,INR,netbanking,authentication_failure,FAILED,2,0.35,31,1,1,SEND_REMINDER,1,4999.0
pay_0404,merch_105,cust_1149,499,INR,wallet,insufficient_funds,FAILED,2,0.2,175,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0405,merch_103,cust_1013,999,INR,card,insufficient_funds,FAILED,1,0.45,146,1,1,SEND_PAYMENT_LINK,1,999.0
pay_0406,merch_105,cust_1046,499,INR,wallet,authentication_failure,FAILED,3,0.94,81,0,1,SEND_REMINDER,1,499.0
